Trial,PursuerBiasEstimate,EvaderBiasEstimate
142,0.0399939316928762,-0.009263649679345
143,0.0399916616798115,-0.0103252590882042
144,0.040009728287089,-0.00933193288113029
145,0.0399882947869718,-0.00977197811721743
146,0.039992988970621,-0.00900662245777341
147,0.0400022349685218,-0.00963054372584601
148,0.0399934139304884,-0.00922404977295079
149,0.0400056619157457,-0.00922672998439635
150,0.0400037097881972,-0.0101299588371129
151,0.0400028603452539,-0.00927120828324885
152,0.0399945507566018,-0.00821361392091763
153,0.0400084192360527,-0.008852988184152
154,0.0400027311123968,-0.00917011919186175
155,0.0400030787376269,-0.0110548011791509
156,0.0400089949394296,-0.0089666187170725
157,0.0399998031070326,-0.0103209492123016
158,0.0400059511028394,-0.00923591018380819
159,0.0400051873439725,-0.00966537360153574
160,0.0400030158338495,-0.00975525576753637
161,0.0400057289625403,-0.0103402963720606
162,0.0399859698506106,-0.00909583090763396
163,0.0399986810993816,-0.0108197337705927
164,0.0400025604946117,-0.0102764832614756
165,0.0399900943144173,-0.00960148873258006
166,0.0400008795896919,-0.0102205445440874
167,0.040000340305608,-0.0103205705889561
168,0.0400168474059361,-0.0096802651851891
169,0.0399934215967076,-0.0102489383445217
170,0.0400085999915015,-0.0104864770230452
171,0.0400015112348046,-0.011254076101691
172,0.0399871561336784,-0.00970319367745852
173,0.0399981139314283,-0.0102467762559633
174,0.0399983421662445,-0.0106739048970973
175,0.0399997804970095,-0.00903622407642112
176,0.0399977902792949,-0.00920243381905958
177,0.039997086959533,-0.00986923422076041
178,0.0400112095819783,-0.0105858924640396
179,0.0400100602058947,-0.00986354245633072
180,0.0399906194543076,-0.0100185973738502
181,0.0400001714321122,-0.00987944078594037
182,0.0400028488600103,-0.00936975545564889
183,0.0399937054962698,-0.00990756205638924
184,0.0399985546524021,-0.00913456999810732
185,0.0399998254537506,-0.0104328267266199
186,0.0400034323687617,-0.0100984052226965
187,0.0399957686800149,-0.0107556674682708
188,0.0400042950166251,-0.00962803533785642
189,0.0400012284895009,-0.0106401899887633
190,0.040002991328608,-0.0103046828823756
191,0.0399876683346139,-0.0102630743072761
192,0.0399903848045165,-0.00934575252658929
193,0.0399950771593547,-0.00981039073937337
194,0.0400045672509537,-0.00982929935372014
195,0.0400083331392468,-0.00980813372266941
196,0.0400085120267423,-0.010454916001163
197,0.0400111122462096,-0.0104978489855502
198,0.0399927837004561,-0.00957764329443513
199,0.0400063751306445,-0.00861958442620203
200,0.040000543613545,-0.00868158357461488
201,0.0400191298927135,-0.0100960228691033
202,0.0399930216363895,-0.00999839636236705
203,0.040000537146207,-0.00931943521736176
204,0.0399904443896299,-0.00995085978270837
205,0.0399962290540868,-0.00964704662113349
206,0.0399931438094643,-0.0102764462748857
